[通用]广东频道,#genre#
newtv惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
newtv潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
newtv精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
newtv精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
newtv家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
newtv精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
newtv军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
newtv明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
newtv欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
newtv精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
newtv超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
newtv金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
iHOT爱院线,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科幻,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱浪漫,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱喜剧,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱悬疑,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱赛车,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱奇谈,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱玩具,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱旅行,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱幼教,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱谍战,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱历史,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱动漫,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281


[台湾]新闻频道,#genre#

TVBS HD,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv073
TVBS新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv072
中天新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv009
中天亚洲台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv109
台视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv051
华视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv052
台视财经,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv056
中视新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv074
非凡新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv010
镜新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv075
东森新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv152
东森财经新闻,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv153
半岛新闻,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv10
民视新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv13
民视台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv001
寰宇新闻台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn14
寰宇新闻台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn15
台视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv066
民视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv002
民视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv155
中视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv040
华视,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv041
民视台湾台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv156

[台湾]影视频道,#genre#
影迷數位電影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv011
AMC电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv017
CATCHPLAY电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv076
靖天电影台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv061
龙华电影,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn03
采昌影剧,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv049
民视影剧,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv09
龙华经典,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn21
中视经典,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv080
台湾戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn22
靖洋戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv045
靖天戏剧台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv058
公视戏剧,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv042
龙华戏剧,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn18

[台湾]体育频道,#genre#
智林体育台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv101
时尚运动X,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv014
靖天育乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv062
博斯魅力,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn04
博斯高球1,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn05
博斯高球2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn06
博斯运动1,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn07
博斯运动2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn08
博斯网球,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn09
博斯无限,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn10
博斯无限2,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn13
TRACE SPORTS STARS,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv077

[台湾]综艺频道,#genre#
視納華仁紀實頻道,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv013
中视菁采,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv064
八大精彩台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv034
八大综艺台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv039
TVBS精采台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv067
TVBS欢乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv068
靖天欢乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv054
靖天综合台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv046
靖天资讯台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv065
靖天卡通台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv044
靖天日本台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv047
靖洋卡通台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv057
靖天国际台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv063
靖天映画,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv055
爱尔达娱乐,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv070
龙华卡通,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn01
龙华日韩,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn11
龙华偶像,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn12
民视综艺,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv004
民视第一台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv003
民视旅游,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv07
亚洲旅游台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn17
客家电视台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv043
爱放动漫,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv15
古典音乐台,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv059
猪哥亮歌厅秀,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv006


[台湾]其他频道,#genre#
Smart知识台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn19
达文西频道,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv018
阿里郎,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv079
生活英语台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-longturn20
国际财经,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv104
美国之音,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv03
好消息,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv16
好消息2台,http://debian.52sw.top:678/play/mt/litv.php?id=litv-ftv17
非凡商业,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv048
国会频道1,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv084
国会频道2,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv085
TRACE URBAN,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv082
MEZZO LIVE,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv083
GLOBETROTTER,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv016
GinxTV,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv053



[备用]香港频道,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
华丽翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32

